D,T,O,H,L,C,V
20190726,12:10:00,229.6000000,229.6500000,228.6400000,228.9500000,1596110
20190726,12:15:00,228.9300000,229.9000000,228.6800000,229.7300000,1487180
20190726,12:20:00,229.6900000,231.5000000,229.5000000,230.3200000,1725580
20190726,12:25:00,230.4300000,230.9600000,230.0000000,230.0500000,759970
20190726,12:30:00,230.0100000,230.4000000,230.0000000,230.3300000,312620
20190726,12:35:00,230.2900000,230.6300000,230.0200000,230.3700000,580450
20190726,12:40:00,230.3400000,230.3600000,229.5600000,230.0400000,829530
20190726,12:45:00,230.0400000,230.9000000,229.9100000,230.8800000,607510
20190726,12:50:00,230.9000000,230.9000000,230.2500000,230.5100000,248000
20190726,12:55:00,230.5100000,230.7900000,230.4700000,230.6100000,202890
20190726,13:00:00,230.6100000,230.8400000,230.5000000,230.6300000,423870
20190726,13:05:00,230.6300000,230.6900000,230.5000000,230.6600000,325780
20190726,13:10:00,230.6600000,230.7100000,230.0100000,230.0800000,803670
20190726,13:15:00,230.0100000,231.3400000,230.0100000,230.7300000,1115930
20190726,13:20:00,230.7600000,230.8500000,230.5000000,230.8000000,116790
20190726,13:25:00,230.8000000,230.8000000,230.2300000,230.3200000,428870
20190726,13:30:00,230.3500000,230.9700000,229.8500000,230.8200000,976130
20190726,13:35:00,230.8400000,231.9600000,230.7000000,231.7900000,827250
20190726,13:40:00,231.7900000,231.9100000,231.2700000,231.5100000,739390
20190726,13:45:00,231.5000000,231.7000000,231.0000000,231.1500000,569260
20190726,13:50:00,231.1300000,231.2500000,231.0000000,231.1200000,357330
20190726,13:55:00,231.1200000,231.1400000,230.5300000,230.6400000,377440
20190726,14:00:00,230.6800000,231.0000000,230.6200000,230.9900000,1008620
20190726,14:05:00,230.9600000,231.1500000,230.9200000,231.1400000,343670
20190726,14:10:00,231.1400000,231.6900000,231.0700000,231.3100000,517200
20190726,14:15:00,231.3100000,232.0000000,231.2800000,231.9000000,672120
20190726,14:20:00,231.9000000,232.3100000,231.8300000,232.0600000,955610
20190726,14:25:00,232.0600000,232.1700000,231.7600000,231.8400000,741550
20190726,14:30:00,231.8400000,231.8600000,231.2200000,231.6900000,298630
20190726,14:35:00,231.6900000,231.8600000,231.1300000,231.8400000,562530
20190726,14:40:00,231.8400000,232.1500000,231.7400000,232.0200000,805750
20190726,14:45:00,232.0200000,232.3100000,231.6100000,232.0400000,728680
20190726,14:50:00,232.0300000,233.8100000,232.0000000,233.5200000,2002050
20190726,14:55:00,233.5500000,233.6200000,232.0000000,232.0600000,810150
20190726,15:00:00,232.1200000,232.8700000,232.1200000,232.7900000,575040
20190726,15:05:00,232.7700000,233.4000000,232.4800000,232.7600000,402870
20190726,15:10:00,232.7600000,233.2000000,232.5000000,232.9900000,622360
20190726,15:15:00,232.9600000,232.9900000,232.2700000,232.6200000,305440
20190726,15:20:00,232.6300000,232.7000000,232.4000000,232.6000000,231130
20190726,15:25:00,232.5200000,232.6700000,232.3500000,232.6300000,366340
20190726,15:30:00,232.6300000,233.2700000,232.6200000,233.1300000,546650
20190726,15:35:00,233.1300000,233.7400000,232.8800000,233.7300000,666200
20190726,15:40:00,233.6400000,233.9900000,233.6200000,233.7100000,586880
20190726,15:45:00,233.7600000,233.8200000,233.3600000,233.4300000,399110
20190726,15:50:00,233.3900000,233.8800000,233.2500000,233.8500000,489980
20190726,15:55:00,233.8400000,233.8800000,233.6400000,233.8400000,520540
20190726,16:00:00,233.8000000,234.2500000,233.7300000,234.1600000,1137250
20190726,16:05:00,234.1600000,234.3000000,233.5900000,233.7400000,722240
20190726,16:10:00,233.7000000,233.7200000,232.5500000,233.0000000,1569210
20190726,16:15:00,233.0000000,233.4100000,232.5500000,233.3000000,776010
20190726,16:20:00,233.3000000,233.9000000,233.3000000,233.7500000,796140
20190726,16:25:00,233.7400000,233.7800000,233.6500000,233.6500000,503890
20190726,16:30:00,233.6500000,234.1800000,233.6500000,234.1500000,1054070
20190726,16:35:00,234.1500000,234.2800000,233.9600000,234.1300000,1151670
20190726,16:40:00,234.1200000,234.3600000,234.0100000,234.0100000,1551550
20190726,16:45:00,234.0100000,234.2600000,234.0000000,234.2500000,982490
20190726,16:50:00,234.2500000,235.2500000,234.2400000,234.7900000,4057750
20190726,16:55:00,234.7200000,235.2800000,234.5000000,235.0800000,1438190
20190726,17:00:00,235.0400000,235.8000000,235.0000000,235.6000000,1978760
20190726,17:05:00,235.6000000,236.0000000,235.0500000,235.3800000,2790350
20190726,17:10:00,235.4800000,235.4800000,234.1000000,234.4500000,2137740
20190726,17:15:00,234.4400000,234.5500000,233.5000000,233.8100000,2065400
20190726,17:20:00,233.8100000,234.5000000,232.7400000,232.7400000,2835930
20190726,17:25:00,232.7400000,233.7400000,232.5800000,232.6500000,1402970
20190726,17:30:00,232.6500000,232.6500000,231.4700000,232.1700000,2058580
20190726,17:35:00,232.1100000,233.6200000,231.7000000,233.0000000,1364950
20190726,17:40:00,233.0000000,233.0600000,232.0800000,232.5300000,733270
20190726,17:45:00,232.5300000,232.7000000,232.0000000,232.5700000,747230
20190726,17:50:00,232.5700000,233.2000000,232.5100000,232.8500000,724880
20190726,17:55:00,232.8900000,233.2900000,232.7200000,233.2000000,658860
20190726,18:00:00,233.2300000,233.9700000,233.2000000,233.4900000,776460
20190726,18:05:00,233.5200000,233.7000000,233.1400000,233.4500000,974630
20190726,18:10:00,233.4500000,233.9300000,233.0800000,233.6200000,908930
20190726,18:15:00,233.6600000,233.8400000,233.0000000,233.3100000,635390
20190726,18:20:00,233.3100000,233.7000000,233.0600000,233.6100000,614800
20190726,18:25:00,233.6300000,234.8400000,233.4700000,234.4800000,1554220
20190726,18:30:00,234.4800000,234.5000000,233.6400000,233.8500000,770110
20190726,18:35:00,233.8500000,234.5000000,233.8000000,234.4100000,963170
20190726,18:40:00,234.4200000,234.8900000,234.4000000,234.5000000,1441680
20190726,18:50:00,234.2300000,234.2300000,234.2300000,234.2300000,2112970
