D,T,O,H,L,C,V
20190621,16:10:00,231.0300000,231.2600000,230.7300000,230.8200000,127690
20190621,16:15:00,230.8500000,231.3300000,230.7900000,231.1900000,130570
20190621,16:20:00,231.2000000,231.5500000,231.1900000,231.1900000,61380
20190621,16:25:00,231.2300000,231.4100000,230.8500000,230.8800000,94850
20190621,16:30:00,230.9700000,231.2000000,230.9700000,231.1200000,34260
20190621,16:35:00,231.2000000,231.3000000,230.8700000,231.3000000,138160
20190621,16:40:00,231.3300000,231.6800000,231.1800000,231.5400000,335040
20190621,16:45:00,231.5900000,231.5900000,231.0300000,231.2400000,116690
20190621,16:50:00,231.2900000,231.4000000,230.8000000,231.0200000,229410
20190621,16:55:00,231.0200000,231.4500000,230.8500000,231.3400000,120120
20190621,17:00:00,231.3900000,231.4200000,230.9100000,231.0800000,104400
20190621,17:05:00,231.1200000,231.2300000,230.8100000,230.9500000,182680
20190621,17:10:00,230.8300000,231.2000000,230.8200000,231.0700000,84570
20190621,17:15:00,231.0900000,231.1700000,230.8100000,230.8100000,169210
20190621,17:20:00,230.8400000,231.0300000,230.7500000,231.0300000,131010
20190621,17:25:00,231.0300000,231.2700000,231.0300000,231.2700000,115840
20190621,17:30:00,231.2700000,231.2900000,230.8300000,230.8300000,87600
20190621,17:35:00,230.8400000,231.1300000,230.5300000,230.6100000,328120
20190621,17:40:00,230.6700000,230.7100000,230.4100000,230.5100000,257410
20190621,17:45:00,230.5100000,230.6300000,230.3000000,230.4600000,214540
20190621,17:50:00,230.5000000,230.6700000,230.1900000,230.3000000,195610
20190621,17:55:00,230.3000000,230.5100000,230.2000000,230.3200000,332900
20190621,18:00:00,230.3400000,230.4000000,230.2000000,230.2000000,247140
20190621,18:05:00,230.2000000,230.2800000,229.8100000,229.8200000,844500
20190621,18:10:00,229.8200000,229.9000000,229.5200000,229.7300000,547920
20190621,18:15:00,229.7100000,229.7700000,229.4500000,229.4900000,617800
20190621,18:20:00,229.5100000,229.6900000,229.4500000,229.6300000,259990
20190621,18:25:00,229.6300000,229.7900000,229.5400000,229.7400000,262180
20190621,18:30:00,229.7100000,229.7900000,229.6000000,229.7400000,353420
20190621,18:35:00,229.7400000,230.1500000,229.0000000,229.0900000,2572360
20190621,18:40:00,229.0600000,229.6300000,228.8500000,229.6000000,1508060
20190621,18:50:00,229.0900000,229.0900000,229.0900000,229.0900000,14648810
20190624,10:05:00,229.5400000,230.4500000,229.4700000,230.2800000,803310
20190624,10:10:00,230.2800000,230.2900000,229.8600000,230.0400000,206900
20190624,10:15:00,230.0800000,230.3900000,229.9500000,230.3900000,240430
20190624,10:20:00,230.4000000,230.8400000,230.2100000,230.7500000,732900
20190624,10:25:00,230.8400000,231.2000000,230.6600000,230.9000000,350010
20190624,10:30:00,230.8900000,231.0900000,230.6200000,230.6500000,133300
20190624,10:35:00,230.6500000,230.9000000,230.6300000,230.7300000,82860
20190624,10:40:00,230.7300000,230.9000000,230.4400000,230.7000000,264990
20190624,10:45:00,230.7200000,230.8000000,230.3100000,230.4400000,195050
20190624,10:50:00,230.3900000,230.6300000,230.1300000,230.5800000,132310
20190624,10:55:00,230.6300000,230.7400000,230.4900000,230.4900000,54770
20190624,11:00:00,230.4800000,230.6300000,230.3000000,230.4600000,134210
20190624,11:05:00,230.4600000,230.8700000,230.2400000,230.6000000,134550
20190624,11:10:00,230.6300000,230.7500000,230.5000000,230.6400000,104670
20190624,11:15:00,230.5500000,230.7300000,230.5000000,230.7000000,40470
20190624,11:20:00,230.7000000,230.9300000,230.6200000,230.7500000,139820
20190624,11:25:00,230.7900000,230.9200000,230.7300000,230.8100000,109590
20190624,11:30:00,230.8000000,231.3500000,230.7400000,231.3300000,463900
20190624,11:35:00,231.3500000,231.8500000,231.2700000,231.6500000,380470
20190624,11:40:00,231.6500000,231.6700000,231.4300000,231.5600000,148760
20190624,11:45:00,231.5900000,231.7200000,231.3200000,231.7000000,321030
20190624,11:50:00,231.7100000,231.7200000,231.4800000,231.5200000,211530
20190624,11:55:00,231.5300000,232.0000000,231.4800000,231.8100000,468780
20190624,12:00:00,231.7900000,232.2000000,231.7900000,232.1700000,716410
20190624,12:05:00,232.1800000,232.2600000,232.0000000,232.1000000,206130
20190624,12:10:00,232.0800000,232.1000000,231.8600000,232.0900000,173910
20190624,12:15:00,232.0900000,232.1400000,232.0300000,232.0300000,226180
20190624,12:20:00,232.0400000,232.1700000,231.8100000,231.9000000,280790
20190624,12:25:00,231.8600000,231.9200000,231.6600000,231.7500000,126360
20190624,12:30:00,231.7500000,231.7800000,231.5200000,231.7400000,133030
20190624,12:35:00,231.7400000,231.9000000,231.7300000,231.8600000,92200
20190624,12:40:00,231.8800000,231.9000000,231.8000000,231.8300000,27410
20190624,12:45:00,231.8300000,231.9000000,231.6500000,231.8300000,140100
20190624,12:50:00,231.8200000,231.8900000,231.8100000,231.8800000,34250
20190624,12:55:00,231.8800000,231.9000000,231.7700000,231.8900000,166830
20190624,13:00:00,231.9000000,231.9000000,231.7800000,231.8500000,94550
20190624,13:05:00,231.8900000,231.9000000,231.7700000,231.8700000,194120
20190624,13:10:00,231.8900000,232.0700000,231.8700000,232.0100000,242070
20190624,13:15:00,232.0000000,232.2600000,231.9400000,232.2500000,296180
20190624,13:20:00,232.2500000,232.7600000,232.2400000,232.5700000,702890
20190624,13:25:00,232.5700000,232.7000000,232.4800000,232.6200000,266100
20190624,13:30:00,232.5800000,232.6400000,232.5400000,232.6100000,151320
20190624,13:35:00,232.6200000,232.6400000,232.4400000,232.5800000,193520
20190624,13:40:00,232.5500000,232.6000000,232.3800000,232.3900000,207400
20190624,13:45:00,232.3800000,232.3800000,232.1900000,232.2900000,163540
20190624,13:50:00,232.3000000,232.3000000,232.1100000,232.1900000,84580
20190624,13:55:00,232.2000000,232.3900000,232.1900000,232.3900000,51860
20190624,14:00:00,232.3700000,232.4900000,232.3600000,232.4500000,62770
20190624,14:05:00,232.4400000,232.5000000,232.2100000,232.3500000,96890
20190624,14:10:00,232.3200000,232.3200000,231.8700000,231.9000000,147280
20190624,14:15:00,231.9000000,231.9100000,231.5000000,231.6800000,242270
20190624,14:20:00,231.6800000,231.9500000,231.6200000,231.8600000,123230
20190624,14:25:00,231.8600000,231.9500000,231.7700000,231.8700000,57200
20190624,14:30:00,231.8700000,231.9400000,231.6400000,231.7900000,390790
20190624,14:35:00,231.7800000,232.2400000,231.7700000,232.2200000,244480
20190624,14:40:00,232.2300000,232.2500000,231.9200000,231.9200000,230340
20190624,14:45:00,231.8600000,232.1000000,231.8600000,232.0300000,168640
20190624,14:50:00,232.0300000,232.4700000,232.0300000,232.3100000,170060
20190624,14:55:00,232.3500000,232.5000000,232.1700000,232.3300000,250820
20190624,15:00:00,232.3300000,232.5900000,232.3000000,232.4700000,389620
20190624,15:05:00,232.4800000,232.8100000,232.4800000,232.7900000,528490
20190624,15:10:00,232.7900000,232.9000000,232.7000000,232.8700000,293760
20190624,15:15:00,232.8900000,232.9000000,232.6900000,232.7700000,161880
20190624,15:20:00,232.7700000,232.8800000,232.6400000,232.7300000,145390
20190624,15:25:00,232.7300000,232.7300000,232.4800000,232.5800000,74300
20190624,15:30:00,232.6000000,232.7000000,232.4900000,232.6800000,53560
20190624,15:35:00,232.6900000,232.7600000,232.5000000,232.6000000,76690
20190624,15:40:00,232.6400000,232.7500000,232.5600000,232.7200000,95950
20190624,15:45:00,232.7200000,232.9600000,232.5000000,232.9300000,321860
20190624,15:50:00,232.9500000,232.9600000,232.7100000,232.8700000,176370
20190624,15:55:00,232.8400000,233.0400000,232.7100000,232.8000000,549410
20190624,16:00:00,232.8000000,232.9000000,232.4500000,232.4600000,206140
20190624,16:05:00,232.4600000,232.5100000,232.0100000,232.5000000,194970
20190624,16:10:00,232.5000000,232.8500000,232.4700000,232.8500000,182220
20190624,16:15:00,232.8500000,232.8900000,232.7500000,232.8000000,128280
20190624,16:20:00,232.7900000,232.8800000,232.7500000,232.7600000,273750
20190624,16:25:00,232.7600000,232.8000000,232.7500000,232.7600000,48400
20190624,16:30:00,232.7500000,232.7500000,232.0100000,232.2700000,111690
20190624,16:35:00,232.2000000,232.5600000,231.8500000,232.4900000,214060
20190624,16:40:00,232.4900000,232.5100000,232.2000000,232.2800000,117080
20190624,16:45:00,232.2900000,232.4500000,232.0200000,232.0300000,34390
20190624,16:50:00,232.0200000,232.1500000,231.8900000,231.9100000,118730
20190624,16:55:00,231.9200000,232.0000000,231.6600000,231.7700000,274670
20190624,17:00:00,231.8200000,231.9200000,231.6600000,231.8500000,146510
20190624,17:05:00,231.8500000,231.8800000,231.6400000,231.8000000,194440
20190624,17:10:00,231.8000000,231.8200000,231.2200000,231.2200000,478210
20190624,17:15:00,231.2200000,231.4900000,231.1700000,231.3300000,171650
20190624,17:20:00,231.3300000,231.6700000,231.2400000,231.5600000,205880
20190624,17:25:00,231.5700000,231.7500000,231.5600000,231.7400000,101590
20190624,17:30:00,231.7100000,231.7200000,231.6000000,231.7200000,46180
20190624,17:35:00,231.7200000,231.7800000,231.6100000,231.7500000,44630
20190624,17:40:00,231.7500000,231.7500000,231.6000000,231.6500000,44110
20190624,17:45:00,231.6500000,231.6700000,231.3500000,231.4500000,150660
20190624,17:50:00,231.4600000,231.5300000,231.2000000,231.4300000,116830
20190624,17:55:00,231.4400000,231.5500000,231.3600000,231.4700000,32020
20190624,18:00:00,231.4600000,232.2500000,231.3800000,232.1400000,166740
20190624,18:05:00,232.1800000,232.3800000,232.0200000,232.3500000,96610
20190624,18:10:00,232.3700000,232.4400000,231.9800000,232.1000000,97570
20190624,18:15:00,232.1000000,232.3400000,231.9300000,232.1100000,217670
20190624,18:20:00,232.1100000,232.3500000,232.0000000,232.0800000,64270
20190624,18:25:00,232.0800000,232.2000000,231.9700000,232.1200000,84610
20190624,18:30:00,232.0900000,232.1500000,231.5700000,231.7000000,204600
20190624,18:35:00,231.7200000,231.8200000,231.5600000,231.7000000,273040
20190624,18:40:00,231.6500000,232.2900000,231.5800000,232.2900000,611560
20190624,18:50:00,232.3800000,232.3800000,232.3800000,232.3800000,716220
20190625,10:05:00,232.0200000,232.1900000,231.0900000,231.5400000,1141610
20190625,10:10:00,231.5800000,231.6700000,231.1500000,231.3800000,563210
20190625,10:15:00,231.3200000,231.5800000,231.1100000,231.2400000,401160
20190625,10:20:00,231.3500000,231.4800000,231.1300000,231.3400000,108710
20190625,10:25:00,231.3400000,231.4900000,231.1600000,231.4700000,171500
20190625,10:30:00,231.4500000,231.6200000,231.3200000,231.5400000,237250
20190625,10:35:00,231.5400000,231.6000000,231.4100000,231.5300000,55170
20190625,10:40:00,231.5300000,231.7900000,231.4400000,231.7600000,134890
20190625,10:45:00,231.7800000,231.8000000,231.5200000,231.5900000,49920
20190625,10:50:00,231.5200000,231.5800000,231.2200000,231.3700000,142180
20190625,10:55:00,231.3500000,231.4100000,231.0400000,231.3700000,342980
20190625,11:00:00,231.3800000,231.4100000,231.0600000,231.0600000,198720
20190625,11:05:00,231.1100000,231.2400000,230.9500000,230.9600000,377190
20190625,11:10:00,231.0000000,231.2000000,230.5800000,230.7400000,342500
20190625,11:15:00,230.7000000,230.8500000,230.2100000,230.3300000,328640
20190625,11:20:00,230.3300000,230.6300000,229.9200000,230.0000000,599290
20190625,11:25:00,229.9900000,230.0000000,229.6400000,229.8900000,457150
20190625,11:30:00,229.8900000,230.2100000,229.7600000,230.1800000,305340
20190625,11:35:00,230.2000000,230.2000000,229.9000000,230.2000000,169520
20190625,11:40:00,230.1700000,230.3700000,230.0000000,230.1800000,266810
20190625,11:45:00,230.1500000,230.3300000,230.1000000,230.2500000,149220
20190625,11:50:00,230.2600000,230.3100000,230.2000000,230.2500000,59650
20190625,11:55:00,230.2600000,230.3500000,229.9000000,230.1600000,498080
20190625,12:00:00,230.1300000,230.2300000,229.9100000,229.9900000,478480
20190625,12:05:00,229.9900000,230.1800000,229.9000000,230.1700000,248270
20190625,12:10:00,230.1500000,230.1600000,229.9100000,230.0000000,215290
20190625,12:15:00,230.0500000,230.1900000,229.8800000,230.1400000,281290
20190625,12:20:00,230.1400000,230.4900000,230.0200000,230.4000000,383320
20190625,12:25:00,230.3500000,230.5400000,230.3500000,230.4500000,89570
20190625,12:30:00,230.4500000,230.5400000,230.4000000,230.4700000,138360
20190625,12:35:00,230.4000000,230.5200000,230.4000000,230.4900000,49960
20190625,12:40:00,230.4600000,230.5000000,230.1300000,230.2100000,330170
20190625,12:45:00,230.2000000,230.3000000,229.9200000,229.9200000,269780
20190625,12:50:00,229.9400000,230.0000000,229.7800000,229.8000000,359190
20190625,12:55:00,229.8000000,229.9600000,229.6400000,229.9600000,631730
20190625,13:00:00,229.9600000,230.2900000,229.9500000,230.2900000,143540
20190625,13:05:00,230.2900000,230.4900000,230.2300000,230.3000000,218890
20190625,13:10:00,230.2800000,230.2800000,230.0000000,230.1600000,107890
20190625,13:15:00,230.1800000,230.1800000,229.9200000,230.0000000,84580
20190625,13:20:00,229.9600000,230.0400000,229.9000000,230.0000000,69590
20190625,13:25:00,229.9800000,230.1900000,229.8300000,230.1500000,224150
20190625,13:30:00,230.1800000,230.2600000,230.0000000,230.0800000,120090
20190625,13:35:00,230.0800000,230.1100000,230.0200000,230.0200000,32340
20190625,13:40:00,230.0800000,230.1100000,230.0200000,230.1000000,45180
20190625,13:45:00,230.1000000,230.1100000,230.0000000,230.0100000,78280
20190625,13:50:00,230.0100000,230.1100000,229.9500000,230.0000000,112090
20190625,13:55:00,229.9900000,230.0700000,229.9400000,229.9700000,109210
20190625,14:00:00,229.9700000,230.2500000,229.9700000,230.2500000,156650
20190625,14:05:00,230.2300000,230.5000000,230.2000000,230.4100000,374140
20190625,14:10:00,230.4600000,230.4600000,230.0500000,230.1300000,100600
20190625,14:15:00,230.1300000,230.1400000,230.0300000,230.0700000,49540
20190625,14:20:00,230.1100000,230.1500000,230.0400000,230.1500000,31410
20190625,14:25:00,230.1600000,230.2800000,230.0900000,230.2700000,61370
20190625,14:30:00,230.2700000,230.5500000,230.2200000,230.4200000,107380
20190625,14:35:00,230.4500000,230.5700000,230.4000000,230.5500000,67010
20190625,14:40:00,230.5500000,230.6000000,230.4000000,230.4500000,123240
20190625,14:45:00,230.4300000,230.5000000,230.4100000,230.4900000,12900
20190625,14:50:00,230.4900000,230.5000000,230.3800000,230.4100000,30100
20190625,14:55:00,230.3500000,230.4900000,230.3000000,230.4300000,22410
20190625,15:00:00,230.4200000,230.4800000,230.4000000,230.4000000,35870
20190625,15:05:00,230.4000000,230.4700000,230.3600000,230.4300000,12790
20190625,15:10:00,230.4500000,230.4500000,230.1000000,230.1700000,83950
20190625,15:15:00,230.1500000,230.2000000,230.1000000,230.1300000,36610
20190625,15:20:00,230.1300000,230.2100000,230.1100000,230.2100000,26870
20190625,15:25:00,230.1500000,230.1600000,229.9600000,230.0500000,304820
20190625,15:30:00,230.0400000,230.2000000,230.0400000,230.2000000,33070
20190625,15:35:00,230.1900000,230.1900000,229.9600000,230.0000000,84490
20190625,15:40:00,230.0000000,230.1100000,229.9600000,230.0600000,44980
20190625,15:45:00,230.0600000,230.1200000,230.0100000,230.1000000,26220
20190625,15:50:00,230.1000000,230.2600000,230.0900000,230.2500000,25820
20190625,15:55:00,230.2500000,230.3800000,230.1600000,230.3500000,83560
20190625,16:00:00,230.2900000,230.4500000,230.2500000,230.2800000,32050
20190625,16:05:00,230.3400000,230.6300000,230.2000000,230.3600000,218410
20190625,16:10:00,230.3600000,230.6800000,230.3000000,230.6100000,68870
20190625,16:15:00,230.6500000,230.6800000,230.4200000,230.5000000,76180
20190625,16:20:00,230.5200000,230.6400000,230.5000000,230.6000000,204040
20190625,16:25:00,230.6000000,230.6500000,230.4300000,230.4600000,52320
20190625,16:30:00,230.5000000,230.6200000,230.5000000,230.5000000,168900
20190625,16:35:00,230.5400000,230.6500000,230.4200000,230.5000000,87080
20190625,16:40:00,230.5000000,230.6600000,230.5000000,230.5500000,115020
20190625,16:45:00,230.5700000,230.6600000,230.3500000,230.5200000,155720
20190625,16:50:00,230.5500000,230.5700000,230.1000000,230.1400000,151050
20190625,16:55:00,230.1400000,230.2000000,230.0900000,230.1900000,99260
20190625,17:00:00,230.1400000,230.1900000,229.8200000,229.9000000,430770
20190625,17:05:00,229.9100000,230.0800000,229.8400000,230.0000000,179660
20190625,17:10:00,229.9900000,230.2000000,229.9600000,230.0900000,206170
20190625,17:15:00,230.1400000,230.2000000,229.8900000,229.9800000,191450
20190625,17:20:00,229.9900000,230.0000000,229.8700000,229.9900000,75230
20190625,17:25:00,229.9600000,230.0200000,229.8700000,230.0000000,63910
20190625,17:30:00,230.0000000,230.0400000,229.9400000,230.0000000,68650
20190625,17:35:00,230.0000000,230.1200000,229.9500000,229.9900000,126550
20190625,17:40:00,230.0000000,230.1900000,229.9200000,230.1500000,180850
20190625,17:45:00,230.1500000,230.1900000,230.0100000,230.1500000,151200
20190625,17:50:00,230.1400000,230.2600000,230.0800000,230.1800000,148150
20190625,17:55:00,230.1500000,230.2000000,230.0300000,230.2000000,70420
20190625,18:00:00,230.2000000,230.3200000,230.1500000,230.3200000,62760
20190625,18:05:00,230.3100000,230.5000000,230.2300000,230.4300000,214030
20190625,18:10:00,230.4300000,230.6000000,230.4300000,230.5300000,222400
20190625,18:15:00,230.5300000,230.5900000,230.3200000,230.4000000,147310
20190625,18:20:00,230.4500000,230.6000000,230.4300000,230.5900000,128160
20190625,18:25:00,230.5900000,231.2300000,230.5800000,231.1400000,640750
20190625,18:30:00,231.1400000,231.1500000,230.8800000,230.9400000,118320
20190625,18:35:00,230.9400000,231.6800000,230.9000000,231.6500000,899160
20190625,18:40:00,231.6500000,231.9000000,231.5800000,231.7500000,713470
20190625,18:50:00,232.0900000,232.0900000,232.0900000,232.0900000,1153600
20190626,10:05:00,232.5200000,232.5800000,232.3300000,232.3400000,562220
20190626,10:10:00,232.3700000,232.4000000,232.0000000,232.0400000,380720
20190626,10:15:00,232.1400000,232.8000000,232.1400000,232.8000000,457100
20190626,10:20:00,232.8000000,233.0300000,232.5000000,232.6600000,579910
20190626,10:25:00,232.6100000,232.8000000,232.4500000,232.4600000,283580
20190626,10:30:00,232.4500000,232.7800000,232.4500000,232.6300000,117290
20190626,10:35:00,232.5500000,232.5500000,232.0000000,232.3500000,185200
20190626,10:40:00,232.3500000,232.6700000,232.2900000,232.6200000,157670
20190626,10:45:00,232.6200000,232.6600000,232.5500000,232.6200000,103230
20190626,10:50:00,232.6200000,232.6400000,232.4100000,232.4300000,141920
20190626,10:55:00,232.4900000,232.4900000,232.1300000,232.3800000,137810
20190626,11:00:00,232.4000000,232.6800000,232.4000000,232.5500000,145320
20190626,11:05:00,232.6000000,232.6800000,232.2300000,232.4500000,122710
20190626,11:10:00,232.5100000,232.6600000,232.4000000,232.6600000,77430
20190626,11:15:00,232.6600000,232.7300000,232.4500000,232.4600000,285120
20190626,11:20:00,232.4700000,232.5800000,232.3500000,232.5500000,93280
20190626,11:25:00,232.5100000,232.5700000,232.3300000,232.5300000,88060
20190626,11:30:00,232.5000000,233.0100000,232.5000000,232.8200000,940630
20190626,11:35:00,232.8700000,232.9200000,232.7200000,232.8200000,82900
20190626,11:40:00,232.8100000,232.9600000,232.7500000,232.8200000,99230
20190626,11:45:00,232.8200000,233.1500000,232.8200000,233.0600000,665860
20190626,11:50:00,233.1400000,233.2500000,232.8300000,232.9000000,389230
20190626,11:55:00,232.9900000,233.0500000,232.6300000,232.7900000,185050
20190626,12:00:00,232.8300000,232.8700000,232.5300000,232.6000000,57630
20190626,12:05:00,232.6600000,232.9600000,232.6200000,232.9000000,180270
20190626,12:10:00,232.8600000,232.9500000,232.8200000,232.8900000,54040
20190626,12:15:00,232.8800000,233.0800000,232.7100000,232.9500000,133580
20190626,12:20:00,233.0000000,233.2100000,232.9100000,233.0600000,125700
20190626,12:25:00,233.0700000,233.1200000,232.8600000,232.9200000,104270
20190626,12:30:00,232.8900000,233.2200000,232.8900000,233.1800000,272460
20190626,12:35:00,233.1500000,233.6000000,233.1500000,233.3900000,811950
20190626,12:40:00,233.4300000,233.5500000,233.3000000,233.4300000,175770
20190626,12:45:00,233.4300000,233.5400000,233.0800000,233.2800000,223390
20190626,12:50:00,233.3400000,233.3900000,233.0200000,233.1200000,102120
20190626,12:55:00,233.1600000,233.2200000,232.9100000,233.0200000,161910
20190626,13:00:00,232.9500000,232.9700000,232.5700000,232.8000000,138240
20190626,13:05:00,232.8500000,232.9800000,232.6500000,232.9500000,75190
20190626,13:10:00,232.9800000,232.9800000,232.7000000,232.9200000,69510
20190626,13:15:00,232.8400000,232.8400000,232.6100000,232.7700000,97660
20190626,13:20:00,232.7700000,232.8500000,232.6300000,232.7800000,48490
20190626,13:25:00,232.8200000,232.8300000,232.6800000,232.7700000,24940
20190626,13:30:00,232.7700000,232.7800000,232.6000000,232.6100000,44140
20190626,13:35:00,232.6600000,232.6800000,232.5200000,232.5400000,130120
20190626,13:40:00,232.5400000,232.6800000,232.5100000,232.6800000,99480
20190626,13:45:00,232.6800000,232.6900000,232.5200000,232.5800000,74810
20190626,13:50:00,232.5900000,232.8500000,232.4800000,232.8500000,194870
20190626,13:55:00,232.8800000,232.8800000,232.7600000,232.8400000,22890
20190626,14:00:00,232.7700000,233.0900000,232.7700000,233.0100000,114460
20190626,14:05:00,233.0100000,233.1800000,233.0000000,233.1000000,70820
20190626,14:10:00,233.1000000,233.2300000,233.0000000,233.0100000,81390
20190626,14:15:00,233.0100000,233.0900000,232.8500000,233.0000000,139370
20190626,14:20:00,233.0000000,233.0500000,232.8200000,232.9000000,51160
20190626,14:25:00,232.8800000,233.0300000,232.8200000,233.0100000,54310
20190626,14:30:00,232.9900000,233.0500000,232.9600000,233.0200000,8070
20190626,14:35:00,233.0200000,233.0800000,232.7300000,232.8100000,94490
20190626,14:40:00,232.8100000,232.8100000,232.6100000,232.6100000,94900
20190626,14:45:00,232.6100000,232.7200000,232.5100000,232.6400000,79520
20190626,14:50:00,232.5800000,232.8200000,232.5000000,232.8200000,96700
20190626,14:55:00,232.8100000,232.8100000,232.5500000,232.5600000,57590
20190626,15:00:00,232.5500000,232.6600000,232.2300000,232.3200000,95580
20190626,15:05:00,232.3200000,232.4300000,232.2400000,232.3000000,75270
20190626,15:10:00,232.3100000,232.5000000,232.2700000,232.2900000,180060
20190626,15:15:00,232.3000000,232.8900000,232.3000000,232.6900000,476110
20190626,15:20:00,232.7200000,232.7200000,232.3000000,232.6400000,381690
20190626,15:25:00,232.5500000,232.6200000,232.4000000,232.5300000,39210
20190626,15:30:00,232.4800000,232.5300000,232.4000000,232.4700000,22080
20190626,15:35:00,232.4800000,232.5600000,232.4000000,232.5400000,17710
20190626,15:40:00,232.5500000,232.5500000,232.4000000,232.4900000,61890
20190626,15:45:00,232.4900000,232.5600000,232.1800000,232.2700000,245470
20190626,15:50:00,232.2700000,232.3800000,232.2100000,232.2500000,172090
20190626,15:55:00,232.2500000,232.4600000,232.2300000,232.4000000,47990
20190626,16:00:00,232.3600000,232.5200000,232.3100000,232.4500000,48050
20190626,16:05:00,232.4600000,232.6600000,232.3000000,232.3300000,315800
20190626,16:10:00,232.3000000,232.5300000,232.0000000,232.4500000,383810
20190626,16:15:00,232.4000000,232.5500000,232.3900000,232.5500000,75650
20190626,16:20:00,232.5500000,232.8200000,232.4800000,232.6300000,151800
20190626,16:25:00,232.6300000,232.7800000,232.6300000,232.7500000,18890
20190626,16:30:00,232.7800000,232.8700000,232.6200000,232.7100000,22210
20190626,16:35:00,232.6600000,232.8700000,232.5800000,232.7700000,129600
20190626,16:40:00,232.8000000,232.9300000,232.6500000,232.7300000,138680
20190626,16:45:00,232.7300000,232.7900000,232.6000000,232.7000000,43150
20190626,16:50:00,232.6500000,232.6500000,232.4000000,232.5300000,131810
20190626,16:55:00,232.5300000,232.6000000,232.1800000,232.2000000,154980
20190626,17:00:00,232.2500000,232.3900000,232.2400000,232.3300000,29990
20190626,17:05:00,232.4000000,232.4300000,232.2100000,232.3300000,57980
20190626,17:10:00,232.2500000,232.3500000,232.1000000,232.2700000,107320
20190626,17:15:00,232.2700000,232.5000000,232.1900000,232.4900000,112390
20190626,17:20:00,232.4100000,232.6000000,232.3000000,232.4300000,92450
20190626,17:25:00,232.4800000,232.5600000,232.3800000,232.4300000,70390
20190626,17:30:00,232.4500000,232.6200000,232.4500000,232.5000000,159260
20190626,17:35:00,232.5700000,232.8000000,232.4800000,232.5600000,315610
20190626,17:40:00,232.5900000,232.6400000,232.4000000,232.5600000,122460
20190626,17:45:00,232.5600000,232.5600000,232.2200000,232.2800000,139510
20190626,17:50:00,232.3000000,232.9400000,232.3000000,232.9000000,584650
20190626,17:55:00,232.9000000,233.1500000,232.8600000,233.0700000,487530
20190626,18:00:00,233.0900000,233.1000000,232.9800000,233.0900000,295640
20190626,18:05:00,233.0900000,233.3200000,233.0300000,233.1000000,542740
20190626,18:10:00,233.1100000,233.2000000,232.9800000,233.1000000,154210
20190626,18:15:00,233.0800000,233.2000000,233.0200000,233.0900000,125700
20190626,18:20:00,233.0500000,233.2200000,233.0200000,233.1700000,180440
20190626,18:25:00,233.1300000,233.1700000,233.0400000,233.1100000,114460
20190626,18:30:00,233.1100000,233.1100000,233.0400000,233.0800000,273420
20190626,18:35:00,233.0900000,233.1000000,233.0500000,233.0700000,205100
20190626,18:40:00,233.0700000,233.1000000,232.8800000,233.0700000,320760
20190626,18:50:00,233.1000000,233.1000000,233.1000000,233.1000000,625710
20190627,10:05:00,233.0100000,233.4000000,232.8100000,232.9000000,670170
20190627,10:10:00,232.9300000,233.3800000,232.8800000,233.1400000,248610
20190627,10:15:00,233.1900000,233.2000000,233.0500000,233.1200000,219750
20190627,10:20:00,233.1000000,233.1800000,232.7900000,232.9400000,457680
20190627,10:25:00,232.9700000,233.2900000,232.9200000,233.2900000,253140
20190627,10:30:00,233.2900000,233.3500000,233.0900000,233.2100000,132640
20190627,10:35:00,233.2800000,233.4000000,233.2300000,233.3700000,126360
20190627,10:40:00,233.3500000,233.8000000,233.3500000,233.7600000,496850
20190627,10:45:00,233.7400000,234.5400000,233.7400000,234.4500000,938970
20190627,10:50:00,234.4500000,234.5000000,234.2100000,234.3600000,477260
20190627,10:55:00,234.3300000,234.9300000,234.3100000,234.5900000,1164420
20190627,11:00:00,234.6100000,234.6600000,234.5200000,234.6100000,147260
20190627,11:05:00,234.6100000,234.7500000,234.4000000,234.4000000,249590
20190627,11:10:00,234.4000000,234.6700000,234.3200000,234.4400000,287880
20190627,11:15:00,234.4000000,234.4900000,234.0700000,234.1700000,166750
20190627,11:20:00,234.2100000,234.3000000,234.0300000,234.3000000,96290
20190627,11:25:00,234.2800000,234.4800000,234.2800000,234.4100000,95040
20190627,11:30:00,234.4000000,234.4900000,233.8000000,233.9500000,431630
20190627,11:35:00,233.9000000,234.0600000,233.8200000,233.8800000,264200
20190627,11:40:00,233.8800000,233.9700000,233.1100000,233.1100000,735830
20190627,11:45:00,233.2000000,233.3600000,233.0000000,233.0200000,332870
20190627,11:50:00,233.0200000,233.1900000,232.8000000,233.1900000,437550
20190627,11:55:00,233.1600000,233.4400000,233.0000000,233.4100000,105470
20190627,12:00:00,233.4100000,233.4300000,233.1000000,233.1500000,101170
20190627,12:05:00,233.1400000,233.1500000,232.7500000,232.9700000,558890
20190627,12:10:00,232.9600000,233.1700000,232.9300000,233.1400000,91940
20190627,12:15:00,233.1400000,233.3800000,232.8500000,233.2900000,388420
20190627,12:20:00,233.2600000,233.3700000,233.1600000,233.3500000,30550
20190627,12:25:00,233.3000000,233.9000000,233.3000000,233.8300000,347470
20190627,12:30:00,233.9000000,233.9700000,233.7400000,233.9200000,102650
