D,T,O,H,L,C,V
20190521,17:20:00,208.2400000,208.3700000,208.0500000,208.3700000,477540
20190521,17:25:00,208.3700000,208.6800000,208.3100000,208.6000000,435880
20190521,17:30:00,208.6000000,209.1600000,208.1500000,208.5900000,1046190
20190521,17:35:00,208.5900000,209.2000000,208.5000000,209.0800000,523380
20190521,17:40:00,209.1000000,209.2000000,208.7300000,208.9900000,400960
20190521,17:45:00,209.0300000,209.3700000,208.8100000,209.3300000,458480
20190521,17:50:00,209.3300000,209.3500000,208.5900000,208.9200000,386330
20190521,17:55:00,208.8500000,208.9000000,208.2000000,208.5500000,779720
20190521,18:00:00,208.5300000,208.7000000,208.3300000,208.4400000,289020
20190521,18:05:00,208.4000000,208.5100000,208.0000000,208.0200000,585420
20190521,18:10:00,208.0600000,208.2500000,207.7000000,207.7300000,894320
20190521,18:15:00,207.7300000,207.7600000,207.2600000,207.3400000,1072030
20190521,18:20:00,207.3200000,207.3500000,206.5100000,206.6900000,1467730
20190521,18:25:00,206.6900000,206.7100000,206.0700000,206.4000000,1110970
20190521,18:30:00,206.4100000,207.2300000,206.2700000,207.1100000,1826770
20190521,18:35:00,207.1400000,208.4600000,207.1000000,208.1400000,2171110
20190521,18:40:00,208.1800000,208.2400000,207.6500000,208.0300000,783240
20190521,18:50:00,207.8000000,207.8000000,207.8000000,207.8000000,1288670
20190522,10:05:00,208.9200000,210.1100000,208.2600000,209.4400000,2203750
20190522,10:10:00,209.4400000,209.4400000,208.6500000,208.7100000,528080
20190522,10:15:00,208.7200000,208.8000000,207.3600000,207.9000000,1273280
20190522,10:20:00,207.9000000,208.0400000,207.6000000,207.8400000,476580
20190522,10:25:00,207.8000000,208.2600000,207.7800000,208.1700000,324910
20190522,10:30:00,208.1600000,208.6300000,208.1100000,208.5200000,474630
20190522,10:35:00,208.5100000,208.5900000,208.0300000,208.0900000,379150
20190522,10:40:00,208.0900000,208.1300000,207.6000000,207.6000000,432720
20190522,10:45:00,207.6500000,208.1000000,207.6000000,207.6500000,381700
20190522,10:50:00,207.6500000,207.6800000,207.1100000,207.4000000,775060
20190522,10:55:00,207.4000000,207.4300000,206.5100000,206.5100000,839440
20190522,11:00:00,206.5600000,207.0900000,206.5100000,206.6600000,552470
20190522,11:05:00,206.7200000,206.7300000,206.3300000,206.6500000,787430
20190522,11:10:00,206.6300000,207.1200000,206.4300000,207.0200000,442550
20190522,11:15:00,207.0200000,207.0200000,206.7300000,206.8600000,232170
20190522,11:20:00,206.9300000,207.7300000,206.8300000,207.2500000,548110
20190522,11:25:00,207.2600000,207.5300000,207.0000000,207.0500000,303080
20190522,11:30:00,207.0200000,207.2000000,206.8600000,207.1500000,188000
20190522,11:35:00,207.0700000,207.3900000,206.8300000,207.3700000,166840
20190522,11:40:00,207.4000000,207.5600000,207.2500000,207.4200000,114220
20190522,11:45:00,207.4200000,207.7300000,207.0000000,207.0100000,329900
20190522,11:50:00,207.1000000,207.1100000,206.6300000,206.9400000,301950
20190522,11:55:00,206.9400000,206.9400000,206.6300000,206.6600000,305500
20190522,12:00:00,206.7200000,206.9400000,206.6800000,206.8100000,102890
20190522,12:05:00,206.7600000,207.4000000,206.6900000,207.1500000,314840
20190522,12:10:00,207.2300000,207.2500000,206.9100000,206.9300000,216810
20190522,12:15:00,206.9300000,207.1500000,206.8000000,207.1000000,158340
20190522,12:20:00,207.1000000,207.5000000,207.1000000,207.3800000,451050
20190522,12:25:00,207.3600000,208.2800000,207.3500000,208.1600000,1252920
20190522,12:30:00,208.2100000,208.3300000,207.8500000,208.1300000,589630
20190522,12:35:00,208.1600000,208.5000000,208.0300000,208.2600000,563650
20190522,12:40:00,208.2500000,208.2500000,207.6800000,207.8600000,178200
20190522,12:45:00,207.8600000,208.1200000,207.8600000,207.9300000,313290
20190522,12:50:00,207.8600000,207.9600000,207.5000000,207.6700000,201260
20190522,12:55:00,207.7100000,207.7700000,207.5600000,207.6800000,102550
20190522,13:00:00,207.6700000,207.9200000,207.6600000,207.7500000,179380
20190522,13:05:00,207.7400000,207.7600000,207.4600000,207.5100000,127240
20190522,13:10:00,207.5100000,207.7600000,207.4400000,207.4400000,120900
20190522,13:15:00,207.4500000,207.5100000,207.1000000,207.2500000,665530
20190522,13:20:00,207.2500000,207.7800000,207.2500000,207.6400000,207290
20190522,13:25:00,207.6400000,207.6400000,207.2800000,207.5500000,98920
20190522,13:30:00,207.5100000,207.5500000,206.9000000,207.0500000,170570
20190522,13:35:00,207.0100000,207.0600000,206.7100000,206.7800000,202370
20190522,13:40:00,206.7800000,206.9800000,206.7600000,206.9200000,68290
20190522,13:45:00,206.9400000,207.2300000,206.8900000,207.2300000,94020
20190522,13:50:00,207.2500000,207.3000000,207.0800000,207.1500000,54590
20190522,13:55:00,207.1700000,207.2500000,207.0000000,207.0900000,130350
20190522,14:00:00,207.0800000,207.2800000,207.0000000,207.0100000,142260
20190522,14:05:00,207.0100000,207.2300000,207.0000000,207.0400000,66490
20190522,14:10:00,207.0400000,207.1600000,207.0300000,207.0700000,125220
20190522,14:15:00,207.0900000,207.4700000,207.0600000,207.4100000,92020
20190522,14:20:00,207.4500000,207.6000000,207.4000000,207.4800000,153660
20190522,14:25:00,207.5000000,207.7800000,207.3500000,207.7500000,182340
20190522,14:30:00,207.7700000,208.2700000,207.7700000,208.1500000,398380
20190522,14:35:00,208.1900000,208.2000000,207.8000000,207.9000000,293800
20190522,14:40:00,207.8900000,207.9700000,207.7100000,207.7100000,110610
20190522,14:45:00,207.7800000,207.8800000,207.5700000,207.6600000,132710
20190522,14:50:00,207.6200000,207.6500000,207.4200000,207.5700000,64450
20190522,14:55:00,207.5500000,207.7100000,207.5000000,207.6700000,162030
20190522,15:00:00,207.6700000,207.8000000,207.5800000,207.6400000,114220
20190522,15:05:00,207.5800000,208.1500000,207.5800000,208.0600000,495150
20190522,15:10:00,208.0600000,208.4300000,208.0600000,208.3000000,318020
20190522,15:15:00,208.3300000,208.4000000,208.0000000,208.1800000,440500
20190522,15:20:00,208.1500000,208.2900000,208.0500000,208.1600000,165310
20190522,15:25:00,208.1500000,208.1600000,207.8700000,207.9900000,140780
20190522,15:30:00,208.0000000,208.0600000,207.6500000,207.7700000,194420
20190522,15:35:00,207.8500000,207.9400000,207.5500000,207.6700000,375160
20190522,15:40:00,207.6700000,207.7900000,207.4800000,207.7800000,321610
20190522,15:45:00,207.7300000,208.0700000,207.6600000,208.0300000,132200
20190522,15:50:00,208.0400000,208.2200000,208.0000000,208.0300000,140060
20190522,15:55:00,208.0300000,208.3000000,208.0100000,208.1300000,158420
20190522,16:00:00,208.1000000,208.1700000,207.8300000,208.0300000,168080
20190522,16:05:00,208.0800000,208.1900000,207.9200000,208.1900000,107020
20190522,16:10:00,208.1200000,208.3600000,208.1000000,208.2200000,279760
20190522,16:15:00,208.2200000,208.2800000,208.0000000,208.2400000,255550
20190522,16:20:00,208.2200000,208.2800000,208.1000000,208.2700000,307960
20190522,16:25:00,208.2700000,208.2800000,208.1000000,208.2300000,88660
20190522,16:30:00,208.2100000,208.2800000,208.1100000,208.1300000,85390
20190522,16:35:00,208.1400000,208.2600000,208.1000000,208.1900000,76630
20190522,16:40:00,208.1700000,208.2600000,208.0000000,208.0000000,172540
20190522,16:45:00,208.0000000,208.1700000,208.0000000,208.1700000,76440
20190522,16:50:00,208.1200000,208.2800000,208.0600000,208.1900000,190820
20190522,16:55:00,208.1200000,208.9400000,208.1200000,208.5500000,1238000
20190522,17:00:00,208.5700000,208.6400000,208.3500000,208.6000000,189790
20190522,17:05:00,208.5900000,208.7000000,208.5000000,208.6000000,253800
20190522,17:10:00,208.6000000,208.7700000,208.3000000,208.4300000,619840
20190522,17:15:00,208.4700000,208.4700000,207.8200000,208.2100000,686080
20190522,17:20:00,208.2000000,208.5900000,207.9400000,208.0300000,333600
20190522,17:25:00,208.0200000,208.0500000,207.8200000,208.0000000,288220
20190522,17:30:00,208.0000000,208.0700000,207.8700000,208.0700000,158740
20190522,17:35:00,208.0300000,208.1600000,207.8600000,208.0800000,331030
20190522,17:40:00,208.0800000,208.2500000,208.0000000,208.2100000,191610
20190522,17:45:00,208.1900000,208.4600000,208.0900000,208.3800000,225620
20190522,17:50:00,208.4100000,208.5400000,208.2600000,208.4000000,308880
20190522,17:55:00,208.4200000,208.5500000,208.3700000,208.4900000,263900
20190522,18:00:00,208.4900000,208.5300000,208.3000000,208.5300000,176190
20190522,18:05:00,208.5200000,208.5300000,208.2900000,208.4800000,274490
20190522,18:10:00,208.4900000,208.9600000,208.4800000,208.7000000,772870
20190522,18:15:00,208.6400000,208.7100000,208.3600000,208.5800000,304240
20190522,18:20:00,208.5700000,208.7400000,208.5600000,208.6800000,200510
20190522,18:25:00,208.6800000,208.7000000,208.6600000,208.6700000,180170
20190522,18:30:00,208.6700000,208.6800000,208.4600000,208.5200000,253820
20190522,18:35:00,208.5200000,208.5400000,208.0900000,208.3400000,244840
20190522,18:40:00,208.3300000,208.5000000,208.1000000,208.2000000,513270
20190522,18:50:00,208.1000000,208.1000000,208.1000000,208.1000000,1250400
20190523,10:05:00,207.1000000,207.4800000,206.7100000,207.3000000,888880
20190523,10:10:00,207.2600000,207.3500000,206.5500000,206.6500000,546720
20190523,10:15:00,206.6500000,206.6500000,205.8400000,206.1400000,1851770
20190523,10:20:00,206.1200000,207.2300000,206.1100000,207.0900000,1006570
20190523,10:25:00,207.0500000,207.4000000,207.0400000,207.3900000,362660
20190523,10:30:00,207.3900000,207.8500000,207.0600000,207.6000000,941300
20190523,10:35:00,207.5100000,207.5800000,207.1300000,207.3200000,547890
20190523,10:40:00,207.3200000,207.5000000,207.2300000,207.2400000,440430
20190523,10:45:00,207.2400000,207.3600000,207.0100000,207.1300000,505020
20190523,10:50:00,207.2000000,207.3100000,207.1400000,207.2900000,160760
20190523,10:55:00,207.2900000,207.8100000,207.2300000,207.7800000,323850
20190523,11:00:00,207.7200000,207.7800000,207.3700000,207.3700000,205610
20190523,11:05:00,207.3900000,207.7700000,207.2100000,207.7700000,226810
20190523,11:10:00,207.7700000,208.2500000,207.7700000,207.9400000,760280
20190523,11:15:00,208.0000000,208.1000000,207.5900000,207.7400000,267680
20190523,11:20:00,207.7000000,207.8900000,207.2400000,207.2700000,280210
20190523,11:25:00,207.2700000,207.5000000,207.2100000,207.3500000,189340
20190523,11:30:00,207.3700000,207.4100000,207.2100000,207.2100000,206720
20190523,11:35:00,207.2100000,207.3000000,206.7400000,207.2500000,480230
20190523,11:40:00,207.2100000,207.7000000,207.2100000,207.5800000,319750
20190523,11:45:00,207.5800000,207.7500000,207.3300000,207.4500000,150580
20190523,11:50:00,207.4200000,207.7100000,207.3900000,207.5100000,150220
20190523,11:55:00,207.5300000,207.8000000,207.5100000,207.6900000,153510
20190523,12:00:00,207.6900000,207.6900000,207.5100000,207.5200000,144930
20190523,12:05:00,207.5800000,207.7500000,207.5200000,207.7000000,92060
20190523,12:10:00,207.6700000,207.7400000,207.5100000,207.5700000,140400
20190523,12:15:00,207.5900000,207.6000000,207.5500000,207.6000000,57940
20190523,12:20:00,207.6000000,207.9400000,207.6000000,207.8600000,454820
20190523,12:25:00,207.8600000,207.9400000,207.7300000,207.8400000,181300
20190523,12:30:00,207.8700000,207.9400000,207.7800000,207.7800000,129950
20190523,12:35:00,207.8400000,207.9600000,207.8300000,207.9600000,270710
20190523,12:40:00,207.9500000,207.9500000,207.7500000,207.7700000,110900
20190523,12:45:00,207.7700000,207.8700000,207.7400000,207.7500000,255180
20190523,12:50:00,207.7700000,207.8900000,207.7300000,207.8900000,180050
20190523,12:55:00,207.8800000,208.0900000,207.7800000,208.0400000,353170
20190523,13:00:00,208.0300000,208.4000000,208.0300000,208.3400000,425600
20190523,13:05:00,208.3800000,208.4600000,208.2800000,208.3900000,403800
20190523,13:10:00,208.3200000,209.2000000,208.3200000,209.1000000,940130
20190523,13:15:00,209.1100000,209.4400000,208.9800000,209.0000000,828390
20190523,13:20:00,209.0000000,209.1800000,208.7700000,208.8900000,191300
20190523,13:25:00,208.8900000,208.9700000,208.7100000,208.9000000,229850
20190523,13:30:00,208.9000000,209.2500000,208.7400000,208.9800000,372000
20190523,13:35:00,208.9700000,209.0100000,208.7000000,208.8000000,214370
20190523,13:40:00,208.7900000,208.9600000,208.7000000,208.9500000,224950
20190523,13:45:00,208.9600000,208.9700000,208.7300000,208.8500000,95770
20190523,13:50:00,208.8500000,208.8500000,208.7000000,208.7000000,129590
20190523,13:55:00,208.7200000,208.7500000,208.4900000,208.7400000,220360
20190523,14:00:00,208.7000000,208.8800000,208.7000000,208.8800000,115330
20190523,14:05:00,208.8800000,208.9500000,208.8100000,208.9000000,58210
20190523,14:10:00,208.8600000,208.9200000,208.8100000,208.8400000,95530
20190523,14:15:00,208.8400000,209.1200000,208.8000000,209.0000000,215110
20190523,14:20:00,209.0400000,209.0500000,208.7500000,208.8700000,170090
20190523,14:25:00,208.8200000,209.1800000,208.7800000,208.9400000,347250
20190523,14:30:00,208.8900000,210.2000000,208.8900000,210.1900000,1340530
20190523,14:35:00,210.1900000,210.6700000,209.6700000,210.6200000,1320300
20190523,14:40:00,210.6100000,212.1800000,210.6100000,211.7900000,3210950
20190523,14:45:00,211.7300000,211.8900000,211.3700000,211.4400000,945100
20190523,14:50:00,211.5000000,211.6900000,210.8500000,210.9000000,849040
20190523,14:55:00,210.9300000,210.9400000,210.3400000,210.6200000,1093820
20190523,15:00:00,210.6200000,210.8900000,210.5800000,210.8100000,404880
20190523,15:05:00,210.8500000,211.3900000,210.8100000,211.3400000,1137020
20190523,15:10:00,211.3400000,211.3900000,210.2500000,210.3300000,934280
20190523,15:15:00,210.3000000,210.6400000,209.9100000,210.0000000,792170
20190523,15:20:00,210.0100000,210.3900000,210.0000000,210.2000000,296390
20190523,15:25:00,210.2300000,210.2400000,209.5200000,209.7900000,776160
20190523,15:30:00,209.8000000,209.8000000,208.8300000,209.2900000,1276350
20190523,15:35:00,209.2600000,209.3000000,208.8400000,209.1000000,773110
20190523,15:40:00,209.0900000,209.6600000,208.9400000,209.2200000,595730
20190523,15:45:00,209.2600000,210.1200000,209.2100000,209.9500000,690830
20190523,15:50:00,209.9100000,209.9600000,209.3700000,209.6400000,294800
20190523,15:55:00,209.6800000,209.7000000,209.1400000,209.4300000,370730
20190523,16:00:00,209.5000000,209.6400000,208.5900000,208.8800000,597380
20190523,16:05:00,208.8200000,209.1900000,208.5500000,208.9000000,490040
20190523,16:10:00,208.8200000,208.9400000,208.6300000,208.7000000,327100
20190523,16:15:00,208.6400000,208.7200000,208.4000000,208.5500000,480460
20190523,16:20:00,208.5100000,208.7400000,208.1500000,208.6800000,502540
20190523,16:25:00,208.6800000,208.7800000,208.3900000,208.4200000,433660
20190523,16:30:00,208.4200000,208.5000000,208.1900000,208.3400000,257800
20190523,16:35:00,208.3400000,209.0500000,208.0900000,208.7800000,859900
20190523,16:40:00,208.8100000,209.2600000,208.5700000,208.7200000,509090
20190523,16:45:00,208.7200000,208.8000000,208.5400000,208.5800000,387650
20190523,16:50:00,208.5900000,208.9000000,208.3800000,208.9000000,527750
20190523,16:55:00,208.8900000,209.1800000,208.7000000,208.9500000,581060
20190523,17:00:00,208.9100000,209.3900000,208.7800000,209.0500000,506780
20190523,17:05:00,209.1100000,209.1700000,208.7600000,209.1400000,553860
20190523,17:10:00,209.1600000,209.2400000,209.0000000,209.1400000,596580
20190523,17:15:00,209.1600000,209.2000000,208.6100000,208.9500000,734790
20190523,17:20:00,208.9400000,209.0900000,208.6600000,208.8900000,432480
20190523,17:25:00,208.8400000,209.0000000,208.8300000,208.9800000,260100
20190523,17:30:00,209.0000000,209.1800000,208.9700000,209.1800000,407580
20190523,17:35:00,209.1700000,209.9400000,209.0400000,209.9300000,641580
20190523,17:40:00,209.9400000,210.3200000,209.6100000,209.6300000,1043430
20190523,17:45:00,209.6900000,210.0700000,209.6300000,210.0300000,437280
20190523,17:50:00,210.0500000,210.1900000,210.0000000,210.0700000,382520
20190523,17:55:00,210.1000000,210.2900000,210.0000000,210.0600000,351170
20190523,18:00:00,210.0800000,210.2000000,210.0100000,210.1300000,298910
20190523,18:05:00,210.1500000,210.8600000,210.1200000,210.5600000,882030
20190523,18:10:00,210.5800000,210.6600000,210.2900000,210.4100000,511790
20190523,18:15:00,210.4000000,210.4800000,209.7100000,209.8400000,446860
20190523,18:20:00,209.8400000,209.9900000,209.7000000,209.7500000,314720
20190523,18:25:00,209.7900000,209.7900000,209.2000000,209.2500000,939440
20190523,18:30:00,209.2800000,209.3300000,208.5600000,208.6900000,879170
20190523,18:35:00,208.7100000,209.1800000,208.6100000,208.8200000,293600
20190523,18:40:00,208.8200000,208.9200000,208.3000000,208.3400000,1087150
20190523,18:50:00,208.8600000,208.8600000,208.8600000,208.8600000,749390
20190524,10:05:00,209.4900000,210.2000000,208.8000000,209.4000000,1034140
20190524,10:10:00,209.4300000,210.0000000,209.0500000,209.9500000,304600
20190524,10:15:00,209.9400000,209.9700000,209.4500000,209.6000000,112250
20190524,10:20:00,209.6000000,209.6900000,209.0800000,209.1900000,209200
20190524,10:25:00,209.1600000,209.3000000,208.5600000,208.7200000,461700
20190524,10:30:00,208.6300000,209.2200000,208.5500000,209.1600000,318940
20190524,10:35:00,209.1400000,209.6700000,209.1200000,209.2900000,176710
20190524,10:40:00,209.3000000,209.4400000,209.1800000,209.3400000,55670
20190524,10:45:00,209.2700000,209.2900000,208.5100000,208.6600000,179490
20190524,10:50:00,208.6700000,209.2000000,208.4000000,208.7600000,395120
20190524,10:55:00,208.8900000,208.9800000,208.5700000,208.8600000,119820
20190524,11:00:00,208.8900000,209.1400000,208.8000000,208.9000000,102750
20190524,11:05:00,208.9000000,208.9700000,208.6600000,208.8000000,90090
20190524,11:10:00,208.8500000,208.9000000,208.5700000,208.6900000,100410
20190524,11:15:00,208.6900000,208.8500000,208.4900000,208.6800000,206850
20190524,11:20:00,208.6000000,208.9500000,208.5900000,208.8800000,161090
20190524,11:25:00,208.8800000,208.8800000,208.6200000,208.6400000,79030
20190524,11:30:00,208.7000000,208.8000000,208.7000000,208.7000000,46890
20190524,11:35:00,208.6900000,209.2000000,208.6900000,209.0800000,196110
20190524,11:40:00,209.0800000,209.1100000,208.9500000,208.9500000,33940
20190524,11:45:00,208.9400000,209.0900000,208.8500000,208.8900000,61210
20190524,11:50:00,208.8900000,209.2000000,208.8900000,209.1400000,228740
20190524,11:55:00,209.1000000,209.1000000,208.8700000,209.0000000,144970
20190524,12:00:00,209.0000000,209.0000000,208.8300000,208.9300000,73220
20190524,12:05:00,208.9300000,209.1000000,208.7300000,208.9000000,206370
20190524,12:10:00,208.9200000,209.0600000,208.8600000,208.9500000,114880
20190524,12:15:00,208.9700000,209.0000000,208.8100000,208.9600000,72690
20190524,12:20:00,208.9500000,209.0000000,208.8800000,208.9700000,67870
20190524,12:25:00,208.9800000,208.9800000,208.8300000,208.8600000,32610
20190524,12:30:00,208.8500000,208.8900000,208.7700000,208.8700000,32230
20190524,12:35:00,208.8400000,208.8800000,208.7600000,208.8200000,39550
20190524,12:40:00,208.8200000,208.8600000,208.7700000,208.8100000,24200
20190524,12:45:00,208.8500000,208.9000000,208.7800000,208.8300000,37170
20190524,12:50:00,208.8300000,208.8300000,207.8800000,208.2100000,552190
20190524,12:55:00,208.2100000,208.3500000,207.8500000,208.1600000,466120
20190524,13:00:00,208.1600000,208.3200000,208.1000000,208.1500000,106930
20190524,13:05:00,208.1700000,208.3900000,208.0400000,208.3600000,168840
20190524,13:10:00,208.3300000,208.3900000,208.2000000,208.2700000,79880
20190524,13:15:00,208.2600000,208.3800000,208.1500000,208.3300000,231800
20190524,13:20:00,208.3700000,208.3700000,208.3300000,208.3300000,71150
20190524,13:25:00,208.3400000,208.3600000,208.2100000,208.2600000,85820
20190524,13:30:00,208.2200000,208.2400000,208.1600000,208.2100000,38480
20190524,13:35:00,208.1800000,208.2500000,208.1800000,208.2300000,60570
20190524,13:40:00,208.2100000,208.4500000,208.1900000,208.3900000,188470
20190524,13:45:00,208.4100000,208.7700000,208.3800000,208.7500000,369960
20190524,13:50:00,208.7500000,208.9000000,208.7200000,208.7300000,156760
20190524,13:55:00,208.7200000,208.7200000,208.2700000,208.3500000,136990
20190524,14:00:00,208.3400000,208.4200000,208.2500000,208.2600000,54820
20190524,14:05:00,208.2800000,208.4200000,208.2500000,208.2500000,113120
20190524,14:10:00,208.2500000,208.3000000,208.0200000,208.0900000,267230
20190524,14:15:00,208.1000000,208.2100000,207.9800000,208.1000000,309710
20190524,14:20:00,208.1200000,208.1400000,207.8500000,207.8500000,256080
20190524,14:25:00,207.8500000,208.0500000,207.8200000,207.9900000,117840
20190524,14:30:00,207.9800000,208.0700000,207.9600000,208.0600000,91990
20190524,14:35:00,208.0300000,208.1800000,208.0300000,208.1300000,288530
20190524,14:40:00,208.1200000,208.1300000,207.9000000,207.9300000,269240
20190524,14:45:00,207.9300000,208.0200000,207.8700000,207.9400000,152460
20190524,14:50:00,207.9400000,207.9700000,207.4500000,207.5000000,506520
20190524,14:55:00,207.5000000,207.6400000,207.3000000,207.4100000,435280
20190524,15:00:00,207.4100000,207.5000000,207.0300000,207.1000000,680500
20190524,15:05:00,207.1300000,207.1300000,206.7500000,206.8900000,550380
20190524,15:10:00,206.8500000,206.8500000,206.5700000,206.6700000,406340
20190524,15:15:00,206.6700000,207.1000000,206.5700000,206.9600000,502190
20190524,15:20:00,207.0000000,207.3400000,206.9000000,207.0600000,151070
20190524,15:25:00,207.1200000,207.3000000,207.0400000,207.0400000,112580
20190524,15:30:00,207.0500000,207.5300000,206.9500000,207.4900000,206820
20190524,15:35:00,207.4200000,207.5000000,207.2000000,207.3800000,79920
20190524,15:40:00,207.3100000,207.3900000,207.1000000,207.1100000,34250
20190524,15:45:00,207.1100000,207.4100000,206.7600000,207.2100000,184350
20190524,15:50:00,207.2300000,207.4800000,207.1800000,207.2100000,123250
20190524,15:55:00,207.2100000,207.2100000,207.0000000,207.0000000,51020
20190524,16:00:00,207.0000000,207.3200000,206.9500000,207.2700000,229500
20190524,16:05:00,207.3200000,207.3600000,207.1200000,207.1200000,57770
20190524,16:10:00,207.1500000,207.2200000,207.0600000,207.1400000,113470
20190524,16:15:00,207.0900000,207.2800000,207.0600000,207.0700000,88410
20190524,16:20:00,207.0500000,207.1000000,206.9300000,207.0600000,239500
20190524,16:25:00,207.0300000,207.0800000,206.9300000,207.0000000,66690
20190524,16:30:00,207.0000000,207.0600000,206.9400000,206.9900000,85750
20190524,16:35:00,206.9500000,207.0900000,206.8800000,206.9800000,243540
20190524,16:40:00,206.9700000,206.9800000,206.7300000,206.7600000,218380
20190524,16:45:00,206.7600000,206.8700000,206.6200000,206.8700000,225500
20190524,16:50:00,206.8700000,206.8700000,206.5500000,206.5900000,197330
20190524,16:55:00,206.6000000,206.8500000,206.5700000,206.6000000,273280
20190524,17:00:00,206.6000000,206.6400000,206.4000000,206.4000000,495870
20190524,17:05:00,206.4000000,206.6700000,206.3000000,206.6200000,365240
20190524,17:10:00,206.6200000,206.7900000,206.5400000,206.6500000,91370
20190524,17:15:00,206.6500000,206.6500000,206.3500000,206.4800000,213300
20190524,17:20:00,206.4800000,206.6000000,206.3600000,206.6000000,74040
20190524,17:25:00,206.6000000,206.6000000,206.3500000,206.3700000,79890
20190524,17:30:00,206.3700000,206.4100000,206.2200000,206.2400000,342900
20190524,17:35:00,206.2300000,206.2300000,206.0600000,206.0600000,258940
20190524,17:40:00,206.0800000,206.1500000,205.7500000,205.9600000,977570
20190524,17:45:00,205.9300000,205.9400000,205.2000000,205.5100000,1168390
20190524,17:50:00,205.5100000,205.6600000,205.4100000,205.5500000,337590
20190524,17:55:00,205.5400000,205.5400000,204.9600000,205.0700000,1312890
20190524,18:00:00,205.0500000,205.1300000,204.6600000,205.1100000,810970
20190524,18:05:00,205.0800000,205.5100000,204.9000000,205.3500000,609160
20190524,18:10:00,205.3500000,205.3700000,204.6000000,204.6500000,841900
20190524,18:15:00,204.6500000,204.6700000,203.7600000,204.3300000,1358770
20190524,18:20:00,204.3000000,205.0500000,204.1300000,204.9800000,487200
20190524,18:25:00,204.9700000,205.0900000,204.6100000,205.0900000,322070
20190524,18:30:00,205.0900000,205.0900000,204.7200000,204.7900000,296260
20190524,18:35:00,204.7900000,204.8300000,204.2800000,204.4000000,601160
20190524,18:40:00,204.4000000,205.0000000,204.3100000,204.7800000,690610
20190524,18:50:00,204.5000000,204.5000000,204.5000000,204.5000000,1022440
20190527,10:05:00,204.2500000,205.6900000,204.2500000,204.8300000,731050
20190527,10:10:00,204.8300000,205.3500000,204.6200000,205.1800000,271990
20190527,10:15:00,205.2000000,205.2300000,204.3700000,204.3900000,412130
20190527,10:20:00,204.3900000,204.9300000,203.4000000,203.7500000,589260
20190527,10:25:00,203.7600000,203.8000000,202.8700000,203.2100000,660720
20190527,10:30:00,203.2000000,203.2000000,200.8400000,201.7000000,3554480
20190527,10:35:00,201.7000000,202.7900000,201.4700000,202.4600000,1265340
20190527,10:40:00,202.4900000,203.2900000,202.4800000,203.0300000,1044840
20190527,10:45:00,203.0400000,203.1000000,202.6000000,202.8100000,326360
20190527,10:50:00,202.7300000,203.0000000,202.6200000,202.9800000,187090
20190527,10:55:00,203.0000000,203.0000000,202.7400000,202.9500000,76040
20190527,11:00:00,202.9500000,204.1900000,202.9500000,204.1300000,1004880
20190527,11:05:00,204.1300000,204.8800000,204.0700000,204.2500000,806200
20190527,11:10:00,204.2600000,204.7500000,204.2500000,204.6000000,275410
20190527,11:15:00,204.6000000,205.7500000,204.6000000,205.5000000,832630
20190527,11:20:00,205.4900000,205.6500000,204.8100000,204.8100000,405480
20190527,11:25:00,204.8100000,205.1500000,204.8000000,204.8500000,80500
20190527,11:30:00,204.8500000,204.9900000,204.8500000,204.9700000,91730
20190527,11:35:00,204.9900000,204.9900000,204.5400000,204.6100000,199270
20190527,11:40:00,204.6100000,204.7700000,204.1200000,204.2400000,595250
20190527,11:45:00,204.2800000,204.3700000,204.0000000,204.0800000,365890
20190527,11:50:00,204.0900000,204.1900000,204.0000000,204.1500000,98730
20190527,11:55:00,204.1500000,205.2000000,204.0800000,204.8600000,331890
20190527,12:00:00,204.9200000,205.6800000,204.9100000,205.4500000,465620
20190527,12:05:00,205.4100000,205.4300000,204.7500000,205.0900000,419640
20190527,12:10:00,205.1100000,206.4000000,205.1100000,206.0000000,1311620
20190527,12:15:00,206.0900000,206.2300000,205.9000000,206.0900000,414160
20190527,12:20:00,206.0500000,206.3000000,205.6600000,205.7900000,451290
20190527,12:25:00,205.8000000,205.9800000,205.5000000,205.9800000,120920
20190527,12:30:00,205.9800000,206.1000000,205.8000000,205.8900000,150280
20190527,12:35:00,205.9000000,206.1000000,205.8000000,205.8800000,69270
20190527,12:40:00,205.8700000,206.1600000,205.7300000,206.1500000,185920
20190527,12:45:00,206.1500000,206.2800000,205.9900000,206.2800000,149430
20190527,12:50:00,206.2500000,206.3000000,205.9100000,205.9700000,117260
20190527,12:55:00,205.9900000,206.0000000,205.2100000,205.4500000,253930
20190527,13:00:00,205.4500000,205.7000000,205.3900000,205.4800000,181220
20190527,13:05:00,205.4700000,205.6000000,205.2800000,205.5300000,143110
20190527,13:10:00,205.5800000,205.5800000,205.0100000,205.0600000,100430
20190527,13:15:00,205.0600000,205.2300000,204.8300000,205.1200000,202420
20190527,13:20:00,205.1200000,205.2000000,205.0000000,205.0800000,33560
20190527,13:25:00,205.0800000,205.1900000,204.8600000,205.0700000,54320
20190527,13:30:00,205.0900000,205.0900000,204.9700000,205.0000000,52600
20190527,13:35:00,205.0300000,205.2000000,205.0300000,205.0300000,56660
20190527,13:40:00,205.0700000,205.5500000,205.0700000,205.2400000,132010
